category,severity,message,path,start_line,start_column,end_line,end_column
operations,info,operation must define at least one 4xx error response,$.paths['/ManualJournals/{ManualJournalID}/Attachments/{FileName}'].get.responses,10808,7,10808,16
descriptions,info,operation method `POST` at path `/ManualJournals/{ManualJournalID}/Attachments/{FileName}` is missing a `description`,$.paths['/ManualJournals/{ManualJournalID}/Attachments/{FileName}'].post,10816,5,10816,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/ManualJournals/{ManualJournalID}/Attachments/{FileName}'].post.tags[0],10821,11,10821,21
descriptions,info,operation method `PUT` at path `/ManualJournals/{ManualJournalID}/Attachments/{FileName}` is missing a `description`,$.paths['/ManualJournals/{ManualJournalID}/Attachments/{FileName}'].put,10858,5,10858,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/ManualJournals/{ManualJournalID}/Attachments/{FileName}'].put.tags[0],10863,11,10863,21
descriptions,info,operation method `GET` at path `/ManualJournals/{ManualJournalID}/History` is missing a `description`,$.paths['/ManualJournals/{ManualJournalID}/History'].get,10903,5,10903,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/ManualJournals/{ManualJournalID}/History'].get.tags[0],10909,11,10909,21
operations,info,operation must define at least one 4xx error response,$.paths['/ManualJournals/{ManualJournalID}/History'].get.responses,10914,7,10914,16
descriptions,info,operation method `PUT` at path `/ManualJournals/{ManualJournalID}/History` is missing a `description`,$.paths['/ManualJournals/{ManualJournalID}/History'].put,10917,5,10917,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/ManualJournals/{ManualJournalID}/History'].put.tags[0],10922,11,10922,21
descriptions,info,operation method `GET` at path `/Organisation` is missing a `description`,$.paths['/Organisation'].get,10966,5,10966,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Organisation'].get.tags[0],10972,11,10972,21
operations,info,operation must define at least one 4xx error response,$.paths['/Organisation'].get.responses,10975,7,10975,16
descriptions,info,operation method `GET` at path `/Organisation/Actions` is missing a `description`,$.paths['/Organisation/Actions'].get,11021,5,11021,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Organisation/Actions'].get.tags[0],11027,11,11027,21
operations,info,operation must define at least one 4xx error response,$.paths['/Organisation/Actions'].get.responses,11030,7,11030,16
descriptions,info,operation method `GET` at path `/Organisation/{OrganisationID}/CISSettings` is missing a `description`,$.paths['/Organisation/{OrganisationID}/CISSettings'].get,11072,5,11072,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Organisation/{OrganisationID}/CISSettings'].get.tags[0],11078,11,11078,21
operations,info,operation must define at least one 4xx error response,$.paths['/Organisation/{OrganisationID}/CISSettings'].get.responses,11083,7,11083,16
descriptions,info,operation method `GET` at path `/Overpayments` is missing a `description`,$.paths['/Overpayments'].get,11097,5,11097,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Overpayments'].get.tags[0],11103,11,11103,21
operations,info,operation must define at least one 4xx error response,$.paths['/Overpayments'].get.responses,11132,7,11132,16
descriptions,info,operation method `GET` at path `/Overpayments/{OverpaymentID}` is missing a `description`,$.paths['/Overpayments/{OverpaymentID}'].get,11278,5,11278,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Overpayments/{OverpaymentID}'].get.tags[0],11284,11,11284,21
operations,info,operation must define at least one 4xx error response,$.paths['/Overpayments/{OverpaymentID}'].get.responses,11289,7,11289,16
descriptions,info,operation method `PUT` at path `/Overpayments/{OverpaymentID}/Allocations` is missing a `description`,$.paths['/Overpayments/{OverpaymentID}/Allocations'].put,11393,5,11393,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Overpayments/{OverpaymentID}/Allocations'].put.tags[0],11398,11,11398,21
descriptions,info,operation method `DELETE` at path `/Overpayments/{OverpaymentID}/Allocations/{AllocationID}` is missing a `description`,$.paths['/Overpayments/{OverpaymentID}/Allocations/{AllocationID}'].delete,11523,5,11523,11
tags,warn,tag `Accounting` for `DELETE` operation is not defined as a global tag,$.paths['/Overpayments/{OverpaymentID}/Allocations/{AllocationID}'].delete.tags[0],11528,11,11528,21
operations,info,operation must define at least one 4xx error response,$.paths['/Overpayments/{OverpaymentID}/Allocations/{AllocationID}'].delete.responses,11534,7,11534,16
descriptions,info,operation method `GET` at path `/Overpayments/{OverpaymentID}/History` is missing a `description`,$.paths['/Overpayments/{OverpaymentID}/History'].get,11550,5,11550,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Overpayments/{OverpaymentID}/History'].get.tags[0],11556,11,11556,21
operations,info,operation must define at least one 4xx error response,$.paths['/Overpayments/{OverpaymentID}/History'].get.responses,11561,7,11561,16
descriptions,info,operation method `PUT` at path `/Overpayments/{OverpaymentID}/History` is missing a `description`,$.paths['/Overpayments/{OverpaymentID}/History'].put,11564,5,11564,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Overpayments/{OverpaymentID}/History'].put.tags[0],11569,11,11569,21
descriptions,info,operation method `GET` at path `/Payments` is missing a `description`,$.paths['/Payments'].get,11627,5,11627,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Payments'].get.tags[0],11633,11,11633,21
operations,info,operation must define at least one 4xx error response,$.paths['/Payments'].get.responses,11661,7,11661,16
descriptions,info,operation method `PUT` at path `/Payments` is missing a `description`,$.paths['/Payments'].put,11762,5,11762,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Payments'].put.tags[0],11767,11,11767,21
descriptions,info,operation method `POST` at path `/Payments` is missing a `description`,$.paths['/Payments'].post,11947,5,11947,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Payments'].post.tags[0],11952,11,11952,21
descriptions,info,operation method `GET` at path `/Payments/{PaymentID}` is missing a `description`,$.paths['/Payments/{PaymentID}'].get,12134,5,12134,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Payments/{PaymentID}'].get.tags[0],12140,11,12140,21
operations,info,operation must define at least one 4xx error response,$.paths['/Payments/{PaymentID}'].get.responses,12145,7,12145,16
descriptions,info,operation method `POST` at path `/Payments/{PaymentID}` is missing a `description`,$.paths['/Payments/{PaymentID}'].post,12232,5,12232,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Payments/{PaymentID}'].post.tags[0],12237,11,12237,21
descriptions,info,operation method `POST` `requestBody` at path `/Payments/{PaymentID}` is missing a `description`,$.paths['/Payments/{PaymentID}'].post.requestBody,12323,7,12323,18
examples,error,missing property 'Status',$.paths['/Payments/{PaymentID}'].post.requestBody.content['application/json'].schema.example,12329,13,12329,20
descriptions,info,operation method `GET` at path `/Payments/{PaymentID}/History` is missing a `description`,$.paths['/Payments/{PaymentID}/History'].get,12335,5,12335,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Payments/{PaymentID}/History'].get.tags[0],12341,11,12341,21
operations,info,operation must define at least one 4xx error response,$.paths['/Payments/{PaymentID}/History'].get.responses,12346,7,12346,16
descriptions,info,operation method `PUT` at path `/Payments/{PaymentID}/History` is missing a `description`,$.paths['/Payments/{PaymentID}/History'].put,12349,5,12349,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Payments/{PaymentID}/History'].put.tags[0],12354,11,12354,21
descriptions,info,operation method `GET` at path `/PaymentServices` is missing a `description`,$.paths['/PaymentServices'].get,12412,5,12412,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PaymentServices'].get.tags[0],12417,11,12417,21
operations,info,operation must define at least one 4xx error response,$.paths['/PaymentServices'].get.responses,12421,7,12421,16
descriptions,info,operation method `PUT` at path `/PaymentServices` is missing a `description`,$.paths['/PaymentServices'].put,12439,5,12439,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/PaymentServices'].put.tags[0],12444,11,12444,21
descriptions,info,operation method `GET` at path `/Prepayments` is missing a `description`,$.paths['/Prepayments'].get,12525,5,12525,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Prepayments'].get.tags[0],12531,11,12531,21
operations,info,operation must define at least one 4xx error response,$.paths['/Prepayments'].get.responses,12560,7,12560,16
descriptions,info,operation method `GET` at path `/Prepayments/{PrepaymentID}` is missing a `description`,$.paths['/Prepayments/{PrepaymentID}'].get,12607,5,12607,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Prepayments/{PrepaymentID}'].get.tags[0],12613,11,12613,21
operations,info,operation must define at least one 4xx error response,$.paths['/Prepayments/{PrepaymentID}'].get.responses,12618,7,12618,16
descriptions,info,operation method `PUT` at path `/Prepayments/{PrepaymentID}/Allocations` is missing a `description`,$.paths['/Prepayments/{PrepaymentID}/Allocations'].put,12720,5,12720,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Prepayments/{PrepaymentID}/Allocations'].put.tags[0],12725,11,12725,21
descriptions,info,operation method `DELETE` at path `/Prepayments/{PrepaymentID}/Allocations/{AllocationID}` is missing a `description`,$.paths['/Prepayments/{PrepaymentID}/Allocations/{AllocationID}'].delete,12848,5,12848,11
tags,warn,tag `Accounting` for `DELETE` operation is not defined as a global tag,$.paths['/Prepayments/{PrepaymentID}/Allocations/{AllocationID}'].delete.tags[0],12853,11,12853,21
operations,info,operation must define at least one 4xx error response,$.paths['/Prepayments/{PrepaymentID}/Allocations/{AllocationID}'].delete.responses,12859,7,12859,16
descriptions,info,operation method `GET` at path `/Prepayments/{PrepaymentID}/History` is missing a `description`,$.paths['/Prepayments/{PrepaymentID}/History'].get,12875,5,12875,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Prepayments/{PrepaymentID}/History'].get.tags[0],12881,11,12881,21
operations,info,operation must define at least one 4xx error response,$.paths['/Prepayments/{PrepaymentID}/History'].get.responses,12886,7,12886,16
descriptions,info,operation method `PUT` at path `/Prepayments/{PrepaymentID}/History` is missing a `description`,$.paths['/Prepayments/{PrepaymentID}/History'].put,12889,5,12889,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Prepayments/{PrepaymentID}/History'].put.tags[0],12894,11,12894,21
examples,error,"got string, want object",$.paths['/Prepayments/{PrepaymentID}/History'].put.responses['400'].content['application/json'].schema.example,12937,15,12937,22
descriptions,info,operation method `GET` at path `/PurchaseOrders` is missing a `description`,$.paths['/PurchaseOrders'].get,12943,5,12943,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders'].get.tags[0],12949,11,12949,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders'].get.responses,12994,7,12994,16
descriptions,info,operation method `PUT` at path `/PurchaseOrders` is missing a `description`,$.paths['/PurchaseOrders'].put,13122,5,13122,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/PurchaseOrders'].put.tags[0],13127,11,13127,21
descriptions,info,operation method `POST` at path `/PurchaseOrders` is missing a `description`,$.paths['/PurchaseOrders'].post,13364,5,13364,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/PurchaseOrders'].post.tags[0],13369,11,13369,21
descriptions,info,operation method `POST` `requestBody` at path `/PurchaseOrders` is missing a `description`,$.paths['/PurchaseOrders'].post.requestBody,13589,7,13589,18
descriptions,info,operation method `GET` at path `/PurchaseOrders/{PurchaseOrderID}/pdf` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/pdf'].get,13608,5,13608,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/pdf'].get.tags[0],13614,11,13614,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders/{PurchaseOrderID}/pdf'].get.responses,13620,7,13620,16
descriptions,info,operation method `GET` at path `/PurchaseOrders/{PurchaseOrderID}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}'].get,13631,5,13631,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}'].get.tags[0],13637,11,13637,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders/{PurchaseOrderID}'].get.responses,13642,7,13642,16
descriptions,info,operation method `POST` at path `/PurchaseOrders/{PurchaseOrderID}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}'].post,13752,5,13752,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}'].post.tags[0],13757,11,13757,21
descriptions,info,operation method `POST` `requestBody` at path `/PurchaseOrders/{PurchaseOrderID}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}'].post.requestBody,13877,7,13877,18
operations,warn,paths are ambiguous with one another: `/PurchaseOrders/{PurchaseOrderID}` and `/PurchaseOrders/{PurchaseOrderNumber}`,$.paths['/PurchaseOrders/{PurchaseOrderNumber}'],13888,3,13888,40
operations,error,"paths `/PurchaseOrders/{PurchaseOrderID}` and `/PurchaseOrders/{PurchaseOrderNumber}` must not be equivalent, paths must be unique",$.paths['/PurchaseOrders/{PurchaseOrderNumber}'],13888,3,13888,40
descriptions,info,operation method `GET` at path `/PurchaseOrders/{PurchaseOrderNumber}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderNumber}'].get,13891,5,13891,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderNumber}'].get.tags[0],13897,11,13897,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders/{PurchaseOrderNumber}'].get.responses,13909,7,13909,16
descriptions,info,operation method `GET` at path `/PurchaseOrders/{PurchaseOrderID}/History` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/History'].get,14022,5,14022,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/History'].get.tags[0],14028,11,14028,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders/{PurchaseOrderID}/History'].get.responses,14033,7,14033,16
descriptions,info,operation method `PUT` at path `/PurchaseOrders/{PurchaseOrderID}/History` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/History'].put,14036,5,14036,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/History'].put.tags[0],14041,11,14041,21
descriptions,info,operation method `GET` at path `/PurchaseOrders/{PurchaseOrderID}/Attachments` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments'].get,14085,5,14085,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments'].get.tags[0],14091,11,14091,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments'].get.responses,14096,7,14096,16
descriptions,info,operation method `GET` at path `/PurchaseOrders/{PurchaseOrderID}/Attachments/{AttachmentID}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{AttachmentID}'].get,14128,5,14128,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{AttachmentID}'].get.tags[0],14134,11,14134,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{AttachmentID}'].get.responses,14141,7,14141,16
operations,warn,paths are ambiguous with one another: `/PurchaseOrders/{PurchaseOrderID}/Attachments/{AttachmentID}` and `/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}`,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'],14149,3,14149,59
operations,error,"paths `/PurchaseOrders/{PurchaseOrderID}/Attachments/{AttachmentID}` and `/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}` must not be equivalent, paths must be unique",$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'],14149,3,14149,59
descriptions,info,operation method `GET` at path `/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].get,14152,5,14152,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].get.tags[0],14158,11,14158,21
operations,info,operation must define at least one 4xx error response,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].get.responses,14165,7,14165,16
descriptions,info,operation method `POST` at path `/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].post,14173,5,14173,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].post.tags[0],14178,11,14178,21
examples,info,media type is missing `examples` or `example`,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].post.responses['400'].content['application/json'],14208,13,14208,29
descriptions,info,operation method `PUT` at path `/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}` is missing a `description`,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].put,14219,5,14219,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/PurchaseOrders/{PurchaseOrderID}/Attachments/{FileName}'].put.tags[0],14224,11,14224,21
descriptions,info,operation method `GET` at path `/Quotes` is missing a `description`,$.paths['/Quotes'].get,14264,5,14264,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Quotes'].get.tags[0],14270,11,14270,21
operations,info,operation must define at least one 4xx error response,$.paths['/Quotes'].get.responses,14341,7,14341,16
descriptions,info,operation method `PUT` at path `/Quotes` is missing a `description`,$.paths['/Quotes'].put,14393,5,14393,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Quotes'].put.tags[0],14398,11,14398,21
descriptions,info,operation method `POST` at path `/Quotes` is missing a `description`,$.paths['/Quotes'].post,14585,5,14585,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Quotes'].post.tags[0],14590,11,14590,21
descriptions,info,operation method `POST` `requestBody` at path `/Quotes` is missing a `description`,$.paths['/Quotes'].post.requestBody,14760,7,14760,18
descriptions,info,operation method `GET` at path `/Quotes/{QuoteID}` is missing a `description`,$.paths['/Quotes/{QuoteID}'].get,14779,5,14779,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}'].get.tags[0],14785,11,14785,21
operations,info,operation must define at least one 4xx error response,$.paths['/Quotes/{QuoteID}'].get.responses,14790,7,14790,16
descriptions,info,operation method `POST` at path `/Quotes/{QuoteID}` is missing a `description`,$.paths['/Quotes/{QuoteID}'].post,14845,5,14845,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}'].post.tags[0],14850,11,14850,21
descriptions,info,operation method `POST` `requestBody` at path `/Quotes/{QuoteID}` is missing a `description`,$.paths['/Quotes/{QuoteID}'].post.requestBody,14965,7,14965,18
descriptions,info,operation method `GET` at path `/Quotes/{QuoteID}/History` is missing a `description`,$.paths['/Quotes/{QuoteID}/History'].get,14980,5,14980,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/History'].get.tags[0],14986,11,14986,21
operations,info,operation must define at least one 4xx error response,$.paths['/Quotes/{QuoteID}/History'].get.responses,14991,7,14991,16
descriptions,info,operation method `PUT` at path `/Quotes/{QuoteID}/History` is missing a `description`,$.paths['/Quotes/{QuoteID}/History'].put,14994,5,14994,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/History'].put.tags[0],14999,11,14999,21
descriptions,info,operation method `GET` at path `/Quotes/{QuoteID}/pdf` is missing a `description`,$.paths['/Quotes/{QuoteID}/pdf'].get,15043,5,15043,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/pdf'].get.tags[0],15049,11,15049,21
operations,info,operation must define at least one 4xx error response,$.paths['/Quotes/{QuoteID}/pdf'].get.responses,15055,7,15055,16
descriptions,info,operation method `GET` at path `/Quotes/{QuoteID}/Attachments` is missing a `description`,$.paths['/Quotes/{QuoteID}/Attachments'].get,15066,5,15066,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/Attachments'].get.tags[0],15072,11,15072,21
operations,info,operation must define at least one 4xx error response,$.paths['/Quotes/{QuoteID}/Attachments'].get.responses,15077,7,15077,16
descriptions,info,operation method `GET` at path `/Quotes/{QuoteID}/Attachments/{AttachmentID}` is missing a `description`,$.paths['/Quotes/{QuoteID}/Attachments/{AttachmentID}'].get,15099,5,15099,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/Attachments/{AttachmentID}'].get.tags[0],15105,11,15105,21
operations,info,operation must define at least one 4xx error response,$.paths['/Quotes/{QuoteID}/Attachments/{AttachmentID}'].get.responses,15112,7,15112,16
operations,warn,paths are ambiguous with one another: `/Quotes/{QuoteID}/Attachments/{AttachmentID}` and `/Quotes/{QuoteID}/Attachments/{FileName}`,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'],15120,3,15120,43
operations,error,"paths `/Quotes/{QuoteID}/Attachments/{AttachmentID}` and `/Quotes/{QuoteID}/Attachments/{FileName}` must not be equivalent, paths must be unique",$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'],15120,3,15120,43
descriptions,info,operation method `GET` at path `/Quotes/{QuoteID}/Attachments/{FileName}` is missing a `description`,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].get,15123,5,15123,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].get.tags[0],15129,11,15129,21
operations,info,operation must define at least one 4xx error response,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].get.responses,15136,7,15136,16
descriptions,info,operation method `POST` at path `/Quotes/{QuoteID}/Attachments/{FileName}` is missing a `description`,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].post,15144,5,15144,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].post.tags[0],15149,11,15149,21
examples,info,media type is missing `examples` or `example`,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].post.responses['400'].content['application/json'],15179,13,15179,29
descriptions,info,operation method `PUT` at path `/Quotes/{QuoteID}/Attachments/{FileName}` is missing a `description`,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].put,15190,5,15190,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Quotes/{QuoteID}/Attachments/{FileName}'].put.tags[0],15195,11,15195,21
descriptions,info,operation method `GET` at path `/Receipts` is missing a `description`,$.paths['/Receipts'].get,15235,5,15235,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Receipts'].get.tags[0],15241,11,15241,21
operations,info,operation must define at least one 4xx error response,$.paths['/Receipts'].get.responses,15263,7,15263,16
descriptions,info,operation method `PUT` at path `/Receipts` is missing a `description`,$.paths['/Receipts'].put,15311,5,15311,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Receipts'].put.tags[0],15316,11,15316,21
descriptions,info,operation method `GET` at path `/Receipts/{ReceiptID}` is missing a `description`,$.paths['/Receipts/{ReceiptID}'].get,15577,5,15577,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}'].get.tags[0],15583,11,15583,21
operations,info,operation must define at least one 4xx error response,$.paths['/Receipts/{ReceiptID}'].get.responses,15589,7,15589,16
descriptions,info,operation method `POST` at path `/Receipts/{ReceiptID}` is missing a `description`,$.paths['/Receipts/{ReceiptID}'].post,15686,5,15686,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}'].post.tags[0],15691,11,15691,21
descriptions,info,operation method `POST` `requestBody` at path `/Receipts/{ReceiptID}` is missing a `description`,$.paths['/Receipts/{ReceiptID}'].post.requestBody,15847,7,15847,18
descriptions,info,operation method `GET` at path `/Receipts/{ReceiptID}/Attachments` is missing a `description`,$.paths['/Receipts/{ReceiptID}/Attachments'].get,15862,5,15862,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}/Attachments'].get.tags[0],15868,11,15868,21
operations,info,operation must define at least one 4xx error response,$.paths['/Receipts/{ReceiptID}/Attachments'].get.responses,15873,7,15873,16
descriptions,info,operation method `GET` at path `/Receipts/{ReceiptID}/Attachments/{AttachmentID}` is missing a `description`,$.paths['/Receipts/{ReceiptID}/Attachments/{AttachmentID}'].get,15895,5,15895,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}/Attachments/{AttachmentID}'].get.tags[0],15901,11,15901,21
operations,info,operation must define at least one 4xx error response,$.paths['/Receipts/{ReceiptID}/Attachments/{AttachmentID}'].get.responses,15908,7,15908,16
operations,warn,paths are ambiguous with one another: `/Receipts/{ReceiptID}/Attachments/{AttachmentID}` and `/Receipts/{ReceiptID}/Attachments/{FileName}`,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'],15916,3,15916,47
operations,error,"paths `/Receipts/{ReceiptID}/Attachments/{AttachmentID}` and `/Receipts/{ReceiptID}/Attachments/{FileName}` must not be equivalent, paths must be unique",$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'],15916,3,15916,47
descriptions,info,operation method `GET` at path `/Receipts/{ReceiptID}/Attachments/{FileName}` is missing a `description`,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'].get,15919,5,15919,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'].get.tags[0],15925,11,15925,21
operations,info,operation must define at least one 4xx error response,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'].get.responses,15932,7,15932,16
descriptions,info,operation method `POST` at path `/Receipts/{ReceiptID}/Attachments/{FileName}` is missing a `description`,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'].post,15940,5,15940,9
tags,warn,tag `Accounting` for `POST` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'].post.tags[0],15945,11,15945,21
descriptions,info,operation method `PUT` at path `/Receipts/{ReceiptID}/Attachments/{FileName}` is missing a `description`,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'].put,15982,5,15982,8
tags,warn,tag `Accounting` for `PUT` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}/Attachments/{FileName}'].put.tags[0],15987,11,15987,21
descriptions,info,operation method `GET` at path `/Receipts/{ReceiptID}/History` is missing a `description`,$.paths['/Receipts/{ReceiptID}/History'].get,16027,5,16027,8
tags,warn,tag `Accounting` for `GET` operation is not defined as a global tag,$.paths['/Receipts/{ReceiptID}/History'].get.tags[0],16033,11,16033,21
operations,info,operation must define at least one 4xx error response,$.paths['/Receipts/{ReceiptID}/History'].get.responses,16038,7,16038,16
